product,price,quantity,date
Smartwatch,1646,8,2022-04-25T00:00:00.000Z
Tablet,1852,5,2023-10-25T00:00:00.000Z
Headphones,1811,9,2022-05-15T00:00:00.000Z
Tablet,1387,10,2024-02-24T00:00:00.000Z
Laptop,1385,5,2023-10-17T00:00:00.000Z
Tablet,1582,7,2024-02-10T00:00:00.000Z
Laptop,772,4,2022-10-03T00:00:00.000Z
Mouse,569,9,2024-12-30T00:00:00.000Z
Smartwatch,1264,8,2022-02-22T00:00:00.000Z
Tablet,1305,1,2023-11-28T00:00:00.000Z
Keyboard,1273,4,2024-02-14T00:00:00.000Z
Mouse,1025,3,2024-08-10T00:00:00.000Z
Monitor,895,9,2022-09-04T00:00:00.000Z
Laptop,815,3,2023-01-26T00:00:00.000Z
Laptop,1948,4,2023-02-23T00:00:00.000Z
Mouse,1619,1,2023-03-23T00:00:00.000Z
Smartwatch,1119,4,2024-09-15T00:00:00.000Z
Phone,1803,2,2022-11-14T00:00:00.000Z
Phone,1907,7,2024-09-14T00:00:00.000Z
Laptop,1835,3,2022-10-28T00:00:00.000Z
Mouse,1470,3,2023-08-30T00:00:00.000Z
Mouse,1056,10,2022-04-06T00:00:00.000Z
Smartwatch,1394,9,2024-02-14T00:00:00.000Z
Keyboard,1848,5,2024-03-27T00:00:00.000Z
Keyboard,1974,8,2022-09-15T00:00:00.000Z
Keyboard,1239,8,2022-02-14T00:00:00.000Z
Tablet,1421,6,2022-08-10T00:00:00.000Z
Tablet,1103,8,2024-07-28T00:00:00.000Z
Tablet,1019,9,2022-05-01T00:00:00.000Z
Keyboard,1781,6,2024-08-07T00:00:00.000Z
Phone,869,3,2022-01-03T00:00:00.000Z
Laptop,889,7,2023-12-02T00:00:00.000Z
Monitor,1989,6,2022-08-16T00:00:00.000Z
Laptop,1309,5,2024-05-27T00:00:00.000Z
Keyboard,1667,1,2022-05-10T00:00:00.000Z
Tablet,1471,2,2023-10-23T00:00:00.000Z
Smartwatch,1343,8,2024-08-25T00:00:00.000Z
Laptop,1943,8,2024-09-19T00:00:00.000Z
Monitor,1001,10,2024-02-11T00:00:00.000Z
Monitor,1859,1,2022-04-02T00:00:00.000Z
Keyboard,872,4,2023-08-28T00:00:00.000Z
Phone,1372,4,2024-07-10T00:00:00.000Z
Laptop,1644,3,2024-10-03T00:00:00.000Z
Tablet,1495,3,2022-11-13T00:00:00.000Z
Tablet,584,4,2022-09-15T00:00:00.000Z
Phone,1293,5,2023-10-29T00:00:00.000Z
Keyboard,1045,2,2022-03-20T00:00:00.000Z
Monitor,1359,5,2023-06-21T00:00:00.000Z
Phone,1119,10,2023-10-18T00:00:00.000Z
Smartwatch,1243,5,2023-11-25T00:00:00.000Z
Monitor,565,8,2023-07-11T00:00:00.000Z
Headphones,746,1,2023-07-01T00:00:00.000Z
Smartwatch,854,1,2022-10-13T00:00:00.000Z
Keyboard,1429,5,2024-02-17T00:00:00.000Z
Monitor,1780,8,2024-02-16T00:00:00.000Z
Keyboard,1021,7,2023-02-10T00:00:00.000Z
Laptop,990,6,2024-12-20T00:00:00.000Z
Monitor,1662,5,2023-02-28T00:00:00.000Z
Monitor,1335,7,2024-09-12T00:00:00.000Z
Mouse,1460,4,2024-03-10T00:00:00.000Z
Mouse,1118,5,2022-03-04T00:00:00.000Z
Keyboard,1929,1,2023-10-03T00:00:00.000Z
Keyboard,1717,9,2024-02-17T00:00:00.000Z
Tablet,1628,1,2023-02-26T00:00:00.000Z
Mouse,1657,7,2022-01-17T00:00:00.000Z
Monitor,1472,8,2022-04-05T00:00:00.000Z
Headphones,1112,9,2023-03-10T00:00:00.000Z
Monitor,1127,5,2022-02-10T00:00:00.000Z
Mouse,739,4,2024-04-16T00:00:00.000Z
Tablet,1726,9,2024-01-16T00:00:00.000Z
Tablet,1814,4,2024-04-04T00:00:00.000Z
Mouse,754,5,2023-02-13T00:00:00.000Z
Smartwatch,1748,10,2024-01-02T00:00:00.000Z
Headphones,1957,1,2024-11-04T00:00:00.000Z
Mouse,1482,2,2022-03-21T00:00:00.000Z
Keyboard,1687,4,2022-08-02T00:00:00.000Z
Headphones,1885,3,2024-05-16T00:00:00.000Z
Monitor,1884,1,2024-02-03T00:00:00.000Z
Phone,1248,10,2022-03-23T00:00:00.000Z
Laptop,1269,6,2024-11-13T00:00:00.000Z
Smartwatch,1776,3,2022-03-12T00:00:00.000Z
Keyboard,778,10,2024-08-21T00:00:00.000Z
Keyboard,536,9,2023-02-17T00:00:00.000Z
Laptop,1005,1,2023-06-14T00:00:00.000Z
Phone,1255,2,2024-03-20T00:00:00.000Z
Tablet,1891,5,2022-02-04T00:00:00.000Z
Headphones,1834,1,2023-07-25T00:00:00.000Z
Phone,1076,6,2022-03-21T00:00:00.000Z
Smartwatch,1685,5,2024-12-21T00:00:00.000Z
Keyboard,653,8,2023-04-17T00:00:00.000Z
Mouse,1643,3,2023-12-23T00:00:00.000Z
Tablet,1025,4,2022-12-23T00:00:00.000Z
Mouse,1183,4,2024-08-07T00:00:00.000Z
Monitor,1978,2,2024-07-01T00:00:00.000Z
Keyboard,1358,3,2022-07-09T00:00:00.000Z
Smartwatch,1503,5,2022-02-15T00:00:00.000Z
Monitor,1847,8,2022-07-09T00:00:00.000Z
Laptop,874,5,2024-08-17T00:00:00.000Z
Smartwatch,1763,6,2024-04-24T00:00:00.000Z
Tablet,1773,8,2022-01-16T00:00:00.000Z
Tablet,1549,10,2022-11-13T00:00:00.000Z
Headphones,937,3,2024-01-10T00:00:00.000Z
Laptop,1744,3,2023-07-10T00:00:00.000Z
Keyboard,1385,2,2024-12-08T00:00:00.000Z
Smartwatch,664,8,2022-11-17T00:00:00.000Z
Smartwatch,1085,9,2022-04-12T00:00:00.000Z
Monitor,722,3,2022-05-27T00:00:00.000Z
Keyboard,1004,7,2022-10-14T00:00:00.000Z
Phone,1137,2,2022-11-26T00:00:00.000Z
Mouse,1450,1,2024-05-22T00:00:00.000Z
Phone,1378,7,2022-01-23T00:00:00.000Z
Monitor,1426,10,2022-01-19T00:00:00.000Z
Phone,1675,7,2022-08-24T00:00:00.000Z
Laptop,1527,6,2024-02-21T00:00:00.000Z
Mouse,1574,6,2022-02-02T00:00:00.000Z
Laptop,1611,5,2024-11-11T00:00:00.000Z
Tablet,1772,1,2022-05-21T00:00:00.000Z
Phone,1476,7,2024-02-28T00:00:00.000Z
Smartwatch,1710,3,2023-08-24T00:00:00.000Z
Smartwatch,1199,6,2024-07-20T00:00:00.000Z
Mouse,1984,8,2024-09-30T00:00:00.000Z
Smartwatch,1459,7,2022-03-26T00:00:00.000Z
Mouse,1087,9,2022-04-07T00:00:00.000Z
Mouse,1432,7,2023-11-15T00:00:00.000Z
Mouse,1355,5,2022-03-16T00:00:00.000Z
Mouse,1358,8,2023-11-04T00:00:00.000Z
Tablet,1690,4,2022-04-25T00:00:00.000Z
Tablet,1625,10,2023-06-25T00:00:00.000Z
Tablet,1360,9,2022-06-26T00:00:00.000Z
Mouse,800,4,2022-01-17T00:00:00.000Z
Laptop,1456,6,2022-04-17T00:00:00.000Z
Mouse,1118,5,2022-12-29T00:00:00.000Z
Mouse,1083,1,2023-05-16T00:00:00.000Z
Phone,951,6,2022-12-11T00:00:00.000Z
Keyboard,1776,4,2022-02-26T00:00:00.000Z
Mouse,873,9,2023-09-03T00:00:00.000Z
Keyboard,1633,7,2023-03-03T00:00:00.000Z
Smartwatch,905,10,2023-02-05T00:00:00.000Z
Smartwatch,983,5,2023-04-25T00:00:00.000Z
Laptop,770,8,2022-03-25T00:00:00.000Z
Keyboard,1279,3,2022-08-23T00:00:00.000Z
Laptop,1436,6,2024-10-30T00:00:00.000Z
Smartwatch,905,4,2023-03-15T00:00:00.000Z
Smartwatch,558,2,2022-03-14T00:00:00.000Z
Laptop,1663,9,2023-08-11T00:00:00.000Z
Monitor,862,1,2024-08-01T00:00:00.000Z
Tablet,1119,8,2024-09-15T00:00:00.000Z
Mouse,1073,1,2022-09-12T00:00:00.000Z
Keyboard,1719,8,2022-01-07T00:00:00.000Z
Smartwatch,962,4,2024-04-22T00:00:00.000Z
Monitor,739,4,2024-08-12T00:00:00.000Z
Phone,1782,9,2022-09-20T00:00:00.000Z
Tablet,1234,2,2024-12-11T00:00:00.000Z
Headphones,1022,9,2023-04-28T00:00:00.000Z
Phone,1025,1,2024-08-12T00:00:00.000Z
Headphones,1198,6,2024-08-07T00:00:00.000Z
Laptop,1822,2,2022-04-04T00:00:00.000Z
Tablet,672,1,2022-12-09T00:00:00.000Z
Tablet,936,8,2022-08-20T00:00:00.000Z
Smartwatch,1377,1,2024-04-23T00:00:00.000Z
Headphones,727,1,2023-12-20T00:00:00.000Z
Mouse,1542,7,2023-12-17T00:00:00.000Z
Keyboard,1818,5,2024-08-30T00:00:00.000Z
Mouse,773,2,2023-02-27T00:00:00.000Z
Laptop,737,9,2022-08-21T00:00:00.000Z
Tablet,1263,7,2024-01-31T00:00:00.000Z
Monitor,1327,4,2022-07-06T00:00:00.000Z
Mouse,1696,9,2024-03-24T00:00:00.000Z
Tablet,1296,4,2023-10-23T00:00:00.000Z
Tablet,1862,3,2022-06-05T00:00:00.000Z
Smartwatch,574,3,2022-09-07T00:00:00.000Z
Phone,1864,3,2022-02-06T00:00:00.000Z
Headphones,1336,1,2023-10-01T00:00:00.000Z
Smartwatch,1805,6,2023-08-12T00:00:00.000Z
Smartwatch,1000,7,2022-08-25T00:00:00.000Z
Headphones,1599,7,2023-01-10T00:00:00.000Z
Mouse,1480,1,2022-04-23T00:00:00.000Z
Laptop,1469,9,2023-01-10T00:00:00.000Z
Laptop,1586,2,2024-12-15T00:00:00.000Z
Keyboard,765,1,2022-06-12T00:00:00.000Z
Keyboard,531,5,2023-12-14T00:00:00.000Z
Headphones,1315,7,2022-11-02T00:00:00.000Z
Mouse,601,8,2023-08-07T00:00:00.000Z
Keyboard,1429,9,2023-10-12T00:00:00.000Z
Tablet,870,2,2024-02-01T00:00:00.000Z
Monitor,1914,4,2024-10-25T00:00:00.000Z
Tablet,866,8,2024-10-23T00:00:00.000Z
Mouse,1048,1,2022-02-02T00:00:00.000Z
Tablet,1503,3,2023-10-18T00:00:00.000Z
Mouse,1412,3,2022-08-18T00:00:00.000Z
Smartwatch,964,9,2022-05-13T00:00:00.000Z
Headphones,502,10,2024-05-26T00:00:00.000Z
Tablet,1612,3,2024-02-16T00:00:00.000Z
Smartwatch,1597,4,2024-09-25T00:00:00.000Z
Laptop,1394,6,2024-11-01T00:00:00.000Z
Mouse,674,5,2024-05-31T00:00:00.000Z
Headphones,750,8,2022-11-09T00:00:00.000Z
Headphones,1775,8,2024-07-12T00:00:00.000Z
Mouse,571,10,2023-04-30T00:00:00.000Z
Keyboard,784,6,2023-07-14T00:00:00.000Z
Tablet,1347,3,2023-04-12T00:00:00.000Z
Monitor,1627,10,2022-02-08T00:00:00.000Z
Headphones,1726,7,2022-03-21T00:00:00.000Z
Smartwatch,966,4,2022-10-06T00:00:00.000Z
Smartwatch,670,5,2023-06-22T00:00:00.000Z
Monitor,1887,9,2023-06-03T00:00:00.000Z
Mouse,1276,7,2024-03-19T00:00:00.000Z
Mouse,1693,8,2024-11-15T00:00:00.000Z
Monitor,1522,10,2023-05-12T00:00:00.000Z
Headphones,549,10,2024-08-27T00:00:00.000Z
Monitor,802,6,2024-06-29T00:00:00.000Z
Mouse,964,6,2024-07-01T00:00:00.000Z
Keyboard,1869,7,2022-10-15T00:00:00.000Z
Monitor,1449,6,2024-12-08T00:00:00.000Z
Monitor,1758,5,2023-04-07T00:00:00.000Z
Keyboard,1918,2,2023-01-22T00:00:00.000Z
Phone,644,4,2023-10-19T00:00:00.000Z
Keyboard,1816,10,2022-10-16T00:00:00.000Z
Monitor,1163,8,2022-11-28T00:00:00.000Z
Laptop,767,3,2022-01-30T00:00:00.000Z
Smartwatch,1388,3,2023-02-12T00:00:00.000Z
Tablet,978,6,2022-07-30T00:00:00.000Z
Smartwatch,746,3,2023-07-09T00:00:00.000Z
Monitor,641,2,2023-12-25T00:00:00.000Z
Monitor,887,5,2022-05-12T00:00:00.000Z
Headphones,1504,5,2024-01-29T00:00:00.000Z
Mouse,1171,1,2024-04-04T00:00:00.000Z
Monitor,1208,10,2023-06-10T00:00:00.000Z
Tablet,1322,8,2024-06-20T00:00:00.000Z
Laptop,929,4,2024-11-20T00:00:00.000Z
Monitor,628,1,2022-06-28T00:00:00.000Z
Phone,598,1,2024-06-24T00:00:00.000Z
Tablet,1613,4,2022-03-27T00:00:00.000Z
Monitor,549,1,2023-10-03T00:00:00.000Z
Monitor,1394,7,2023-07-19T00:00:00.000Z
Mouse,901,8,2023-07-15T00:00:00.000Z
Tablet,1822,1,2024-08-13T00:00:00.000Z
Phone,1898,3,2022-08-02T00:00:00.000Z
Laptop,1909,5,2023-11-03T00:00:00.000Z
Smartwatch,705,4,2023-12-06T00:00:00.000Z
Smartwatch,1672,9,2024-11-09T00:00:00.000Z
Phone,1213,1,2024-06-26T00:00:00.000Z
Laptop,550,2,2024-08-15T00:00:00.000Z
Phone,1605,4,2022-01-18T00:00:00.000Z
Laptop,808,5,2024-09-09T00:00:00.000Z
Smartwatch,1051,4,2022-03-27T00:00:00.000Z
Phone,1175,8,2024-06-10T00:00:00.000Z
Laptop,1697,9,2022-06-28T00:00:00.000Z
Monitor,1505,5,2023-06-24T00:00:00.000Z
Monitor,1080,9,2023-10-17T00:00:00.000Z
Laptop,1780,4,2022-02-20T00:00:00.000Z
Headphones,1929,2,2024-10-03T00:00:00.000Z
Laptop,945,2,2022-12-20T00:00:00.000Z
Phone,1416,8,2023-05-22T00:00:00.000Z
Phone,1988,2,2024-05-04T00:00:00.000Z
Keyboard,700,4,2023-10-04T00:00:00.000Z
Phone,1801,5,2022-11-30T00:00:00.000Z
Smartwatch,1570,8,2024-03-13T00:00:00.000Z
Monitor,1317,6,2024-08-19T00:00:00.000Z
Mouse,1665,6,2024-08-21T00:00:00.000Z
Keyboard,964,6,2024-02-09T00:00:00.000Z
Laptop,1723,9,2023-12-18T00:00:00.000Z
Phone,1037,8,2023-07-19T00:00:00.000Z
Headphones,1749,3,2024-06-13T00:00:00.000Z
Mouse,678,3,2022-04-07T00:00:00.000Z
Tablet,781,5,2022-01-07T00:00:00.000Z
Smartwatch,550,5,2024-05-12T00:00:00.000Z
Laptop,1506,4,2023-08-09T00:00:00.000Z
Phone,1698,9,2023-08-08T00:00:00.000Z
Phone,1230,10,2023-09-15T00:00:00.000Z
Smartwatch,1072,3,2024-11-27T00:00:00.000Z
Headphones,752,9,2022-10-22T00:00:00.000Z
Keyboard,1007,3,2024-06-27T00:00:00.000Z
Laptop,1998,4,2023-08-11T00:00:00.000Z
Laptop,1555,2,2024-07-31T00:00:00.000Z
Phone,960,10,2024-12-30T00:00:00.000Z
Headphones,1864,2,2022-11-07T00:00:00.000Z
Monitor,1856,7,2024-11-03T00:00:00.000Z
Monitor,1969,9,2024-08-29T00:00:00.000Z
Phone,1614,9,2022-08-22T00:00:00.000Z
Monitor,765,2,2022-12-02T00:00:00.000Z
Monitor,600,4,2022-04-15T00:00:00.000Z
Smartwatch,1861,4,2023-12-02T00:00:00.000Z
Phone,920,2,2022-06-22T00:00:00.000Z
Smartwatch,695,3,2024-10-25T00:00:00.000Z
Tablet,972,3,2023-05-24T00:00:00.000Z
Keyboard,1775,2,2023-07-31T00:00:00.000Z
Keyboard,1506,9,2022-09-29T00:00:00.000Z
Headphones,576,4,2024-02-26T00:00:00.000Z
Smartwatch,1889,5,2024-04-22T00:00:00.000Z
Keyboard,1890,3,2024-10-06T00:00:00.000Z
Phone,1330,2,2024-07-13T00:00:00.000Z
Laptop,1194,5,2023-09-10T00:00:00.000Z
Phone,1269,8,2022-06-09T00:00:00.000Z
Headphones,993,9,2024-01-21T00:00:00.000Z
Keyboard,1978,3,2022-12-26T00:00:00.000Z
Tablet,1331,1,2024-01-21T00:00:00.000Z
Smartwatch,1074,10,2024-03-19T00:00:00.000Z
Tablet,1950,8,2022-04-01T00:00:00.000Z
Laptop,1765,9,2023-02-14T00:00:00.000Z
Monitor,1119,10,2023-09-15T00:00:00.000Z
Phone,1527,7,2022-01-13T00:00:00.000Z
Laptop,1576,8,2023-08-19T00:00:00.000Z
Monitor,1687,5,2023-06-07T00:00:00.000Z
Mouse,1565,8,2022-08-10T00:00:00.000Z
Smartwatch,1903,9,2024-06-29T00:00:00.000Z
Smartwatch,586,1,2022-04-11T00:00:00.000Z
Keyboard,1497,10,2023-03-15T00:00:00.000Z
Phone,1755,10,2024-10-19T00:00:00.000Z
Keyboard,1369,1,2022-01-25T00:00:00.000Z
Headphones,1330,4,2024-02-04T00:00:00.000Z
Mouse,618,4,2022-08-11T00:00:00.000Z
Laptop,753,2,2024-03-08T00:00:00.000Z
Headphones,840,3,2024-01-17T00:00:00.000Z
Keyboard,1793,8,2024-05-05T00:00:00.000Z
Laptop,1227,8,2024-03-27T00:00:00.000Z
Smartwatch,1537,1,2022-11-03T00:00:00.000Z
Mouse,1959,7,2022-09-02T00:00:00.000Z
Tablet,1685,9,2023-11-07T00:00:00.000Z
Smartwatch,1186,1,2023-10-23T00:00:00.000Z
Phone,1570,5,2024-10-04T00:00:00.000Z
Laptop,1333,3,2023-12-14T00:00:00.000Z
Smartwatch,1698,3,2022-05-09T00:00:00.000Z
Laptop,1430,2,2023-10-17T00:00:00.000Z
Monitor,586,4,2024-05-23T00:00:00.000Z
Headphones,1229,10,2023-05-25T00:00:00.000Z
Laptop,712,4,2022-11-11T00:00:00.000Z
Keyboard,721,5,2023-04-06T00:00:00.000Z
Headphones,503,8,2023-08-07T00:00:00.000Z
Headphones,1242,1,2022-01-11T00:00:00.000Z
Mouse,703,9,2023-02-11T00:00:00.000Z
Laptop,776,10,2024-12-26T00:00:00.000Z
Laptop,721,4,2023-07-15T00:00:00.000Z
Laptop,1272,10,2022-09-04T00:00:00.000Z
Smartwatch,1063,10,2022-12-05T00:00:00.000Z
Smartwatch,948,6,2023-02-27T00:00:00.000Z
Tablet,1446,8,2024-06-15T00:00:00.000Z
Monitor,1605,9,2023-08-07T00:00:00.000Z
Tablet,1724,3,2022-02-07T00:00:00.000Z
Tablet,1404,5,2022-08-19T00:00:00.000Z
Keyboard,1226,8,2024-01-21T00:00:00.000Z
Tablet,1192,6,2024-07-01T00:00:00.000Z
Phone,1717,10,2022-05-20T00:00:00.000Z
Phone,1464,6,2024-12-10T00:00:00.000Z
Phone,1092,1,2024-11-14T00:00:00.000Z
Tablet,1548,9,2022-01-13T00:00:00.000Z
Tablet,1434,1,2024-04-25T00:00:00.000Z
Phone,807,7,2024-03-17T00:00:00.000Z
Phone,1653,10,2023-04-03T00:00:00.000Z
Headphones,967,9,2023-09-24T00:00:00.000Z
Monitor,557,9,2022-03-28T00:00:00.000Z
Tablet,552,1,2022-10-31T00:00:00.000Z
Smartwatch,1812,4,2023-01-08T00:00:00.000Z
Headphones,889,7,2024-09-14T00:00:00.000Z
Monitor,812,2,2022-01-15T00:00:00.000Z
Monitor,1935,6,2024-06-10T00:00:00.000Z
Keyboard,531,7,2023-06-08T00:00:00.000Z
Headphones,1729,9,2023-06-17T00:00:00.000Z
Phone,1557,3,2024-04-11T00:00:00.000Z
Laptop,714,7,2022-10-20T00:00:00.000Z
Laptop,641,1,2022-09-16T00:00:00.000Z
Mouse,1755,7,2022-05-29T00:00:00.000Z
Laptop,978,3,2023-11-29T00:00:00.000Z
Tablet,1023,7,2023-09-29T00:00:00.000Z
Keyboard,1549,3,2023-03-25T00:00:00.000Z
Smartwatch,748,10,2023-12-20T00:00:00.000Z
Phone,1204,7,2023-10-27T00:00:00.000Z
Mouse,528,8,2023-02-06T00:00:00.000Z
Headphones,1095,2,2024-08-28T00:00:00.000Z
Headphones,1536,7,2022-12-24T00:00:00.000Z
Phone,1714,6,2022-03-18T00:00:00.000Z
Mouse,1026,2,2023-06-18T00:00:00.000Z
Phone,1885,10,2022-01-24T00:00:00.000Z
Keyboard,1929,8,2022-02-01T00:00:00.000Z
Laptop,1327,9,2024-11-08T00:00:00.000Z
Monitor,1933,10,2024-08-12T00:00:00.000Z
Keyboard,1042,9,2022-05-30T00:00:00.000Z
Smartwatch,1458,7,2023-02-09T00:00:00.000Z
Keyboard,611,5,2022-01-09T00:00:00.000Z
Laptop,1873,9,2024-07-23T00:00:00.000Z
Smartwatch,1049,6,2024-10-29T00:00:00.000Z
Tablet,917,7,2024-08-30T00:00:00.000Z
Headphones,730,9,2024-02-14T00:00:00.000Z
Tablet,903,7,2023-01-21T00:00:00.000Z
Tablet,1355,9,2024-04-19T00:00:00.000Z
Laptop,1191,8,2023-12-22T00:00:00.000Z
Tablet,1713,7,2023-11-24T00:00:00.000Z
Mouse,1545,9,2023-05-18T00:00:00.000Z
Laptop,1927,9,2024-01-17T00:00:00.000Z
Laptop,1574,4,2024-01-09T00:00:00.000Z
Keyboard,1789,1,2022-01-24T00:00:00.000Z
Phone,1639,4,2024-09-29T00:00:00.000Z
Laptop,607,7,2022-10-01T00:00:00.000Z
Monitor,888,5,2023-03-20T00:00:00.000Z
Keyboard,1773,9,2023-10-26T00:00:00.000Z
Tablet,1110,7,2022-02-03T00:00:00.000Z
Monitor,1905,9,2024-11-09T00:00:00.000Z
Laptop,558,9,2022-11-25T00:00:00.000Z
Headphones,1201,10,2022-09-22T00:00:00.000Z
Tablet,688,5,2024-08-05T00:00:00.000Z
Keyboard,1504,1,2023-01-27T00:00:00.000Z
Headphones,1909,8,2024-08-28T00:00:00.000Z
Keyboard,1212,3,2023-07-03T00:00:00.000Z
Keyboard,892,2,2024-09-24T00:00:00.000Z
Monitor,806,2,2022-12-04T00:00:00.000Z
Headphones,1290,3,2022-07-17T00:00:00.000Z
Headphones,1848,2,2024-08-21T00:00:00.000Z
Keyboard,1635,1,2023-11-30T00:00:00.000Z
Headphones,1522,4,2022-04-09T00:00:00.000Z
Phone,1835,7,2024-11-05T00:00:00.000Z
Tablet,1690,7,2022-08-23T00:00:00.000Z
Keyboard,1644,7,2024-09-05T00:00:00.000Z
Phone,997,3,2022-02-10T00:00:00.000Z
Laptop,1882,9,2022-06-21T00:00:00.000Z
Smartwatch,1777,7,2023-03-12T00:00:00.000Z
Monitor,1013,1,2023-06-29T00:00:00.000Z
Smartwatch,1642,6,2023-12-19T00:00:00.000Z
Headphones,992,10,2023-05-22T00:00:00.000Z
Mouse,991,2,2024-11-15T00:00:00.000Z
Phone,1975,4,2024-11-30T00:00:00.000Z
Tablet,1071,5,2023-03-27T00:00:00.000Z
Tablet,828,9,2022-05-25T00:00:00.000Z
Tablet,1365,7,2022-01-11T00:00:00.000Z
Smartwatch,1851,3,2022-01-03T00:00:00.000Z
Headphones,678,7,2023-07-15T00:00:00.000Z
Phone,723,8,2022-03-14T00:00:00.000Z
Laptop,758,5,2024-09-14T00:00:00.000Z
Phone,1244,5,2023-04-01T00:00:00.000Z
Smartwatch,1246,1,2022-09-07T00:00:00.000Z
Mouse,971,3,2023-05-14T00:00:00.000Z
Mouse,1855,1,2023-08-09T00:00:00.000Z
Monitor,1090,4,2024-11-13T00:00:00.000Z
Headphones,665,2,2022-07-15T00:00:00.000Z
Headphones,1399,5,2022-02-15T00:00:00.000Z
Monitor,1391,5,2024-12-22T00:00:00.000Z
Phone,1101,6,2023-04-13T00:00:00.000Z
Laptop,857,7,2024-07-29T00:00:00.000Z
Headphones,1208,7,2022-07-05T00:00:00.000Z
Monitor,803,6,2024-05-10T00:00:00.000Z
Phone,1024,10,2022-02-18T00:00:00.000Z
Laptop,1584,5,2023-07-22T00:00:00.000Z
Headphones,579,5,2023-02-15T00:00:00.000Z
Smartwatch,877,10,2024-05-05T00:00:00.000Z
Smartwatch,1094,2,2022-12-14T00:00:00.000Z
Phone,653,2,2023-02-14T00:00:00.000Z
Headphones,1054,6,2023-05-06T00:00:00.000Z
Headphones,1747,10,2023-12-22T00:00:00.000Z
Phone,751,7,2023-09-08T00:00:00.000Z
Laptop,1724,6,2023-04-10T00:00:00.000Z
Tablet,1732,6,2022-01-18T00:00:00.000Z
Mouse,1964,2,2023-11-11T00:00:00.000Z
Phone,1846,4,2024-07-11T00:00:00.000Z
Keyboard,751,8,2024-05-16T00:00:00.000Z
Smartwatch,1391,3,2024-07-07T00:00:00.000Z
Tablet,1984,3,2023-02-05T00:00:00.000Z
Headphones,1223,8,2024-05-11T00:00:00.000Z
Phone,1713,4,2022-06-16T00:00:00.000Z
Laptop,857,4,2023-03-30T00:00:00.000Z
Mouse,1602,5,2022-12-15T00:00:00.000Z
Phone,603,1,2022-01-20T00:00:00.000Z
Headphones,737,5,2022-11-13T00:00:00.000Z
Monitor,1369,2,2024-02-08T00:00:00.000Z
Headphones,517,2,2023-12-08T00:00:00.000Z
Smartwatch,1532,6,2022-10-24T00:00:00.000Z
Mouse,1150,10,2024-10-11T00:00:00.000Z
Headphones,728,8,2023-10-15T00:00:00.000Z
Mouse,755,2,2023-01-13T00:00:00.000Z
Tablet,1544,6,2022-09-18T00:00:00.000Z
Tablet,948,10,2022-08-21T00:00:00.000Z
Smartwatch,1239,10,2022-11-07T00:00:00.000Z
Phone,1117,8,2023-03-17T00:00:00.000Z
Tablet,1430,9,2023-09-17T00:00:00.000Z
Laptop,1755,10,2024-03-03T00:00:00.000Z
Smartwatch,1285,9,2022-11-13T00:00:00.000Z
Mouse,1562,8,2022-01-09T00:00:00.000Z
Tablet,1122,7,2022-10-23T00:00:00.000Z
Headphones,1389,6,2023-05-24T00:00:00.000Z
Headphones,974,10,2022-04-21T00:00:00.000Z
Headphones,1382,3,2023-07-23T00:00:00.000Z
Smartwatch,1696,10,2022-08-17T00:00:00.000Z
Headphones,1122,6,2024-06-12T00:00:00.000Z
Mouse,926,9,2023-01-18T00:00:00.000Z
Keyboard,1392,9,2023-01-20T00:00:00.000Z
Smartwatch,1820,9,2024-12-01T00:00:00.000Z
Tablet,853,10,2023-01-06T00:00:00.000Z
Smartwatch,993,8,2024-07-03T00:00:00.000Z
Mouse,903,4,2023-08-23T00:00:00.000Z
Laptop,1078,5,2022-06-06T00:00:00.000Z
Keyboard,989,10,2024-01-03T00:00:00.000Z
Keyboard,1423,6,2024-01-25T00:00:00.000Z
Keyboard,1560,6,2024-05-27T00:00:00.000Z
Mouse,1238,9,2023-09-11T00:00:00.000Z
Phone,1296,2,2024-06-17T00:00:00.000Z
Tablet,819,2,2023-04-28T00:00:00.000Z
Tablet,1838,8,2024-03-24T00:00:00.000Z
Keyboard,597,3,2022-04-24T00:00:00.000Z
Mouse,1794,6,2023-12-17T00:00:00.000Z
Phone,845,5,2022-05-13T00:00:00.000Z
Laptop,689,7,2022-03-05T00:00:00.000Z
Headphones,1271,5,2023-05-30T00:00:00.000Z
Monitor,1254,10,2024-02-02T00:00:00.000Z
Tablet,1353,8,2024-09-02T00:00:00.000Z
Tablet,1429,7,2024-03-14T00:00:00.000Z
Smartwatch,1041,4,2023-09-09T00:00:00.000Z
Smartwatch,1143,5,2024-05-13T00:00:00.000Z
Monitor,542,3,2022-06-02T00:00:00.000Z
Smartwatch,539,10,2024-04-03T00:00:00.000Z
Phone,1464,7,2022-12-01T00:00:00.000Z
Tablet,1721,4,2023-10-14T00:00:00.000Z
Laptop,893,3,2022-10-22T00:00:00.000Z
Monitor,1088,10,2022-05-15T00:00:00.000Z
Headphones,1161,6,2023-05-17T00:00:00.000Z
Keyboard,1055,10,2023-11-30T00:00:00.000Z
Monitor,1943,5,2024-12-28T00:00:00.000Z
Mouse,1114,6,2024-07-28T00:00:00.000Z
Monitor,1672,6,2024-07-04T00:00:00.000Z
Tablet,1102,9,2024-06-05T00:00:00.000Z
Headphones,1186,10,2024-05-07T00:00:00.000Z
